번호,사업장명,소재지전체주소,도로명전체주소,개업일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,입소정원,자격소유인원수,총인원수,위치정보(X),위치정보(Y),상세영업상태명
282,부모섬김노인요양원,서울특별시 성북구 하월곡동 77-221번지 ,,20090211,운영중,,,,,,,18,4,12,203083.917721       ,456503.492477       ,운영
283,참사랑요양원,서울특별시 성북구 돈암동 609-1번지 한진아파트 스포츠센터 5305호 ,,20090806,운영중,,,,,,,29,1,10,200841.72699        ,454721.50518        ,운영
284,일광노인요양센터,서울특별시 성북구 삼선동3가 33-4번지 ,,20080317,운영중,,,,,,,29,2,15,201121.407158       ,453849.458763       ,운영
285,정릉노인요양원,서울특별시 성북구 정릉동 640-25번지 ,,20080825,운영중,,,,,,,54,1,28,200150.841076       ,455951.920577       ,운영
286,순애노인전문요양원,경기도 고양시 덕양구 관산동 10번지 ,,19990315,운영중,,,,,,,114,9,40,188793.367708       ,467816.125961       ,운영
287,순애시니어타운,경기도 고양시 덕양구 관산동 10번지 ,,19911105,운영중,,,,,,,65,7,18,188793.367708       ,467816.125961       ,운영
288,한솔요양원,서울특별시 성북구 하월곡동 59-2번지 ,,20090924,운영중,,,,,,,15,3,4,203319.551117       ,455870.94094        ,운영
289,워커힐케어센터3,서울특별시 광진구 광장동 ,,20151019,운영중,,,,,,,46,5,,,,운영
290,수명산요양원,서울특별시 강서구 내발산동 수명산요양원 ,,20151019,운영중,,,,,,,63,9,12,,,운영
291,워커힐케어센터2,서울특별시 광진구 광장동 ,,20151123,운영중,,,,,,,46,,29,,,운영
292,강서사랑요양원,서울특별시 강서구 화곡동 ,,20160201,운영중,,,,,,,56,5,1,,,운영
293,섬기는 실버하우스,서울특별시 금천구 시흥동 ,,20170817,운영중,,,,,,,29,,,,,운영
294,더시그넘하우스 너싱홈,서울특별시 강남구 자곡동 ,,20170804,운영중,,,,,,,60,5,7,,,운영
295,러빙케어요양원,"서울특별시 노원구 상계동 상계동센트럴타워 207, 307호",,20171101,운영중,,,,,,,28,14,14,,,운영
296,강남구립 논현노인종합복지관 노인요양센터,서울특별시 강남구 논현동 125-13번지 ,,20100512,운영중,,,,,,,29,,,202240.197649       ,445534.277039       ,운영
297,큰사랑라이프케어센터,서울특별시 강남구 신사동 519-4번지 ,,20100901,운영중,,,,,,,49,,,201791.124557       ,446393.815546       ,운영
298,강남요양원,서울특별시 강남구 신사동 519-4번지 ,,20100908,운영중,,,,,,,49,,,201791.124557       ,446393.815546       ,운영
299,구립 역삼노인요양센터,서울특별시 강남구 역삼동 781-34번지 ,,20090825,운영중,,,,,,,14,5,6,203630.63           ,443595.86           ,운영
300,강남실버센터,서울특별시 강남구 삼성동 66번지 ,,20100101,운영중,,,,20140630,,,20,16,18,204538.320575       ,445982.691148       ,운영
301,논골노인복지관 노인요양센터,서울특별시 강남구 논현동 125-13번지 ,,20080901,운영중,,,,,,,31,12,16,202240.197649       ,445534.277039       ,운영
302,광림노인전문요양원,강원도 춘천시 서면 안보리 863번지 ,,20020304,운영중,,,,,,,100,20,32,252596.410085       ,482189.566101       ,운영
303,큰사랑,서울특별시 강남구 포이동 164-10번지 ,,20051222,운영중,,,,,,,90,9,22,,,운영
304,큰사랑,서울특별시 강남구 세곡동 122-6번지 ,,20001220,운영중,,,,,,,48,17,26,209369.294252       ,440242.330756       ,운영
305,큰사랑요양원,서울특별시 강남구 개포동 ,,20140901,운영중,,,,,,,110,,52,,,운영
306,국민건강보험공단 서울요양원,서울특별시 강남구 세곡동 ,,20141023,운영중,,,,,,,150,,,,,운영
307,시립송파노인전문요양원,서울특별시 송파구 삼전동 ,,20100201,운영중,,,,,,,93,5,48,,,운영
308,송파치매케어센터,서울특별시 송파구 삼전동 172-2번지 ,,20100301,운영중,,,,,,,28,1,14,208319.678938       ,444056.564731       ,운영
309,인애가,서울특별시 송파구 오금동 77-16번지 ,,20090619,운영중,,,,,,,20,5,14,211884.241263       ,444792.433197       ,운영
310,굿모닝케어노인전문요양원,서울특별시 송파구 오금동 158-17번지 ,,20091026,운영중,,,,,,,49,3,25,212265.19479        ,444032.46657        ,운영
311,구립송파노인요양센터,서울특별시 송파구 장지동 850-2번지 ,,20091201,운영중,,,,,,,130,36,38,211793.206232       ,442624.214826       ,운영
312,사랑마루 송파,서울특별시 송파구 석촌동 226-1번지 ,,20090312,운영중,,,,,,,18,3,3,208728.409991       ,444087.081203       ,운영
313,보눔케어요양원,서울특별시 송파구 석촌동 ,,20140422,운영중,,,,,,,110,17,11,,,운영
314,시립송파노인전문요양원,서울특별시 송파구 삼전동 172번지 ,,20031125,운영중,,,,,,,80,15,52,208326.213054       ,444106.176464       ,운영
315,청암노인요양원,서울특별시 송파구 마천동 52번지 ,,19780506,운영중,,,,,,,70,6,40,213180.801431       ,444366.040571       ,운영
316,메디치피아요양센터,서울특별시 구로구 고척동 ,,20121114,운영중,,,,,,,168,13,13,,,운영
317,구로하나요양원,서울특별시 구로구 개봉동 359-2번지 ,,20121206,운영중,,,,,,,99,15,14,187173.725729       ,442678.332549       ,운영
318,미소들실버케어센터,서울특별시 구로구 개봉동 ,,20140401,운영중,,,,,,,75,,,,,운영
319,구로푸른요양원,서울특별시 구로구 개봉동 ,,20140415,운영중,,,,,,,99,39,12,,,운영
320,삼농실버마을,서울특별시 구로구 오류동 ,,20140501,운영중,,,,,,,120,7,,,,운영
321,효도로 노인전문요양원,"서울특별시 구로구 고척동 73-3번지 8,9,10층 ",,20100629,운영중,,,,,,,170,4,17,187826.698184       ,443925.524686       ,운영
322,지케어노인요양센터,"서울특별시 구로구 고척동 강산메디칼프라자 6층, 7층 ",,20101108,운영중,,,,,,,29,1,5,,,운영
323,효도로시니어케어센터,서울특별시 구로구 고척동 73-3번지 ,,20090428,운영중,,,,,,,150,3,1,187826.698184       ,443925.524686       ,운영
324,미소들,서울특별시 구로구 개봉동 43-1번지 ,,20080229,운영중,,,,,,,35,9,14,185884.744012       ,444536.915883       ,운영
325,소망간호센터,서울특별시 구로구 구로동 317-31번지 ,,20080616,운영중,,,,,,,22,1,8,190088.204772       ,443277.356028       ,운영
326,효성요양원,"서울특별시 동대문구 용두동 휴병원 7층, 8층 ",,20130225,운영중,,,,,,,21,,,,,운영
327,한사랑실버케어요양원,서울특별시 동대문구 장안동 331-9번지 ,,20101208,운영중,,,,,,,29,14,17,206562.649225       ,452261.894728       ,운영
328,은천요양원,서울특별시 동대문구 장안동 ,,20080605,운영중,,,,,,,46,,,,,운영
329,미소지움요양원,서울특별시 동대문구 답십리동 1-548번지 창승빌딩 3층 ,,20100303,운영중,,,,,,,15,1,7,205806.630097       ,452671.744951       ,운영
330,경동효림요양원,서울특별시 동대문구 제기동 900-1번지 ,,20100303,운영중,,,,,,,24,1,2,203369.281853       ,453316.133765       ,운영
331,실버빌 전문요양원,서울특별시 동대문구 답십리동 268-1번지 ,,20090526,운영중,,,,,,,98,9,10,204913.895133       ,451846.732172       ,운영
332,유자원,서울특별시 동대문구 휘경동 44-4번지 ,,20091230,운영중,,,,,,,120,5,24,205821.272829       ,454049.001102       ,운영
333,은천요양원,서울특별시 동대문구 장안동 298-21번지 ,,20091230,운영중,,,,20140527,,,46,13,13,206198.871871       ,452582.925304       ,운영
334,경동노인요양원,서울특별시 동대문구 제기동 445번지 ,,20060824,운영중,,,,,,,25,7,7,203761.926574       ,453387.284508       ,운영
335,은천노인요양센터,서울특별시 동대문구 장안동 ,,20030325,운영중,,,,,,,29,6,17,,,운영
336,큰사랑노인요양원,서울특별시 도봉구 방학동 ,,20140122,운영중,,,,,,,28,7,8,,,운영
337,사랑방노인요양센터,서울특별시 도봉구 방학동 금천빌딩 ,,20140301,운영중,,,,,,,13,7,8,,,운영
338,참빛요양원,서울특별시 도봉구 쌍문동 ,,20140707,운영중,,,,,,,23,7,,,,운영
339,실버빌노인요양원,서울특별시 도봉구 창동 우진빌딩 ,,20141107,운영중,,,,,,,41,,2,,,운영
340,희망요양원,서울특별시 도봉구 창동 ,,20130611,운영중,,,,,,,29,3,3,,,운영
341,참빛요양센터,서울특별시 도봉구 쌍문동 참빛빌딩 ,,20140101,운영중,,,,,,,48,6,6,,,운영
342,노블실버 재활요양원,서울특별시 도봉구 방학동 ,,20120412,운영중,,,,,,,41,1,2,,,운영
343,그린요양원2호점,서울특별시 도봉구 방학동 201호,,20120622,운영중,,,,,,,30,,,,,운영
344,기쁨과나눔노인요양원,서울특별시 도봉구 쌍문동 ,,20120705,운영중,,,,,,,25,9,9,,,운영
345,참존요양원,서울특별시 도봉구 창동 창동리더스빌딩 ,,20130501,운영중,,,,,,,48,13,12,,,운영
346,실버존도봉요양원,서울특별시 도봉구 창동 750-2번지 창동리더스빌딩 6층 ,,20110321,운영중,,,,,,,28,,,203590.625561       ,461829.381555       ,운영
347,love사랑맞이요양원,서울특별시 도봉구 방학동 ,,20150420,운영중,,,,,,,24,,,,,운영
348,동그라미요양센터,서울특별시 도봉구 쌍문동 557번지 (춘광빌딩 4층) ,,20100301,운영중,,,,,,,16,,,203378.108454       ,461796.747682       ,운영
349,기쁨과나눔노인요양원,서울특별시 도봉구 쌍문동 708-10번지 ,,20100301,운영중,,,,,,,25,,,203470.637468       ,462087.995434       ,운영
350,다사랑노인요양원,서울특별시 도봉구 창동 700-8번지 우진빌딩 2층 ,,20100301,운영중,,,,,,,27,,,203368.370213       ,461050.596987       ,운영
351,행복드림요양원,"서울특별시 도봉구 도봉동 신성빌딩 2,3층 ",,20100524,운영중,,,,,,,25,1,,,,운영
352,도봉하루요양원,"서울특별시 도봉구 쌍문동 557번지 춘광빌딩 5,6층 ",,20100301,운영중,,,,,,,30,,,203378.108454       ,461796.747682       ,운영
353,(주)그린요양원2호점,서울특별시 도봉구 방학동 680-1번지 이정빌딩 2층 ,,20100301,운영중,,,,,,,31,,,203641.777149       ,462446.501603       ,운영
354,행복실버요양원,서울특별시 도봉구 방학동 670-14번지 하나빌딩 5층 ,,20100301,운영중,,,,,,,34,,,202969.089692       ,462207.753031       ,운영
355,도봉실버센터,서울특별시 도봉구 방학동 441-1번지 ,,20050101,운영중,,,,,,,119,14,62,202314.189643       ,462283.855407       ,운영
356,동작실버센터,서울특별시 동작구 본동 8-12번지 ,,20051019,운영중,,,,,,,68,10,33,196145.805108       ,445488.599162       ,운영
357,청운노인복지센터,서울특별시 동작구 상도동 290-1번지 ,,20030605,운영중,,,,,,,100,20,39,194037.627259       ,443768.504781       ,운영
358,동암실버센터,서울특별시 동작구 신대방동 586-13번지 ,,20070927,운영중,,,,,,,43,1,23,191872.217512       ,443235.442011       ,운영
359,효사랑요양원,서울특별시 관악구 봉천동 ,,20150428,운영중,,,,,,,,,,,,
360,강남한보리전문요양원,서울특별시 관악구 신림동 ,,20130926,운영중,,,,,,,53,,5,,,운영
361,관악실버케어,서울특별시 관악구 신림동 255-153번지 ,,20110214,운영중,,,,,,,17,2,8,194294.148248       ,440268.203871       ,운영
362,미성요양원,서울특별시 관악구 신림동 1480-5번지 ,,20090730,운영중,,,,,,,75,5,6,192340.734322       ,441895.098989       ,운영
363,법화노인요양원,서울특별시 관악구 신림동 610-455번지 ,,20091113,운영중,,,,,,,26,2,7,193292.589853       ,441578.12544        ,운영
364,사랑나눔요양원,서울특별시 관악구 신림동 570-2번지 2층 ,,20100301,운영중,,,,,,,18,9,,191612.791095       ,442164.010289       ,운영
365,관악노인종합사회복지관 병설 관악치매전문요양센터,서울특별시 관악구 봉천동 726-3번지 ,,20100301,운영중,,,,,,,23,,15,193407.50606        ,443419.216418       ,운영
366,행복의집 신림센터,서울특별시 관악구 신림동 487-7번지 6층 ,,20100301,운영중,,,,,,,12,,,192920.790987       ,442345.995549       ,운영
367,사랑나눔 요양원,서울특별시 관악구 신림동 570-2번지 ,,20080716,운영중,,,,,,,30,5,9,191612.791095       ,442164.010289       ,운영
368,선의노인요양센터,서울특별시 관악구 봉천동 1699-6번지 ,,20041130,운영중,,,,,,,16,9,13,195120.098575       ,443266.540001       ,운영
369,동명노인복지쎈타,서울특별시 관악구 봉천동 647-10번지 ,,20020129,운영중,,,,,,,90,0,43,194380.936993       ,442904.495884       ,운영
370,노블레스라이프요양원,서울특별시 중구 신당동 333-79번지 2~3층 ,,20140709,운영중,,,,,,,25,,,201086.643958       ,450686.476066       ,운영
371,온누리요양센터,경기도 용인시 처인구 양지면 주북리 441번지 ,,20141001,운영중,,,,,,,0,,,222256.14001        ,415508.573821       ,운영
372,대한적십자사 구립중구노인요양센터,서울특별시 중구 장충동2가 192-45번지 ,,20120928,운영중,,,,,,,47,,,199649.282463       ,450124.408847       ,운영
373,구립중구노인요양센터,서울특별시 중구 장충동2가 ,,20120928,운영중,,,,,,,60,,,,,운영
374,남산실버복지센터,서울특별시 중구 신당동 366-453번지 ,,20100202,운영중,,,,,,,10,,,200696.008313       ,449391.341799       ,운영
375,서울시니어스타워 너싱홈(주),서울특별시 중구 신당동 366-140번지 ,,20000824,운영중,,,,,,,0,0,0,200669.918448       ,449835.700328       ,운영
376,시니어스타워(주),서울특별시 중구 신당동 366-140번지 ,,20000824,운영중,,,,,,,0,0,0,200669.918448       ,449835.700328       ,운영
377,강동성모실버케어,서울특별시 강동구 길동 ,,20130930,운영중,,,,,,,53,,,,,운영
378,THE/더 어르신요양원,서울특별시 강동구 둔촌동 ,,20131001,운영중,,,,,,,29,,,,,운영
379,대한연세요양원,서울특별시 강동구 강일동 ,,20130213,운영중,,,,,,,132,,,,,운영
380,로뎀서울요양원,서울특별시 강동구 천호동 357번지 ,,20110221,운영중,,,,,,,70,2,3,211004.466691       ,448897.237548       ,운영
381,성암장수마을,서울특별시 강동구 천호동 26-18번지 ,,20110107,운영중,,,,,,,100,3,9,212535.550032       ,449601.844884       ,운영
382,강동노인복지관 치매요양원,서울특별시 강동구 명일동 48-10번지 ,,20100301,운영중,,,,,,,25,,,213562.879608       ,450018.46944        ,운영
383,그랜드너싱홈,서울특별시 강동구 길동 마루빌딩 301호,,20100301,운영중,,,,,,,20,,,,,운영
384,효미실버너싱,서울특별시 강동구 성내동 447-18번지 ,,20080509,운영중,,,,,,,25,5,8,211331.438891       ,446993.291073       ,운영
385,성모실버센터,서울특별시 강동구 길동 345-9번지 ,,20080908,운영중,,,,,,,53,11,17,212655.051595       ,448764.660042       ,운영
386,강동성모실버요양원,서울특별시 강동구 길동 ,,20150401,운영중,,,,,,,55,33,9,,,운영
387,참사랑노인요양원,서울특별시 강동구 성내동 548-5번지 ,,20090814,운영중,,,,,,,22,4,4,211159.429008       ,447276.508702       ,운영
388,강동실버사랑,서울특별시 강동구 암사동 472-19번지 ,,20100301,운영중,,,,,,,12,,,211729.369534       ,450006.11192        ,운영
389,엘림-노인요양원,서울특별시 서초구 내곡동 ,,20150921,운영중,,,,,,,16,11,,,,운영
390,가람요양센터,서울특별시 금천구 시흥동 ,,20151026,운영중,,,,,,,16,9,11,,,운영
391,A+행복한그린요양원,서울특별시 노원구 상계동 ,,20151103,운영중,,,,,,,20,5,1,,,운영
392,가족사랑요양원,서울특별시 강북구 수유동 ,,20160607,운영중,,,,,,,20,9,10,,,운영
393,늘봄시니어케어센터,서울특별시 구로구 구로동 ,,20161116,운영중,,,,,,,15,9,,,,운영
394,가족사랑요양원,서울특별시 금천구 시흥동 ,,20170526,운영중,,,,,,,29,,,,,운영
395,행복요양원,서울특별시 도봉구 도봉동 ,,20170605,운영중,,,,,,,29,,,,,운영
396,청춘요양원,서울특별시 도봉구 도봉동 ,,20170605,운영중,,,,,,,29,,,,,운영
397,미소사랑요양원,서울특별시 도봉구 도봉동 ,,20170605,운영중,,,,,,,29,,,,,운영
398,큰사랑요양원,서울특별시 도봉구 도봉동 ,,20170605,운영중,,,,,,,29,,,,,운영
399,효심요양원,서울특별시 도봉구 도봉동 ,,20170605,운영중,,,,,,,29,,,,,운영
400,은나무요양원,서울특별시 도봉구 도봉동 ,,20170605,운영중,,,,,,,29,,,,,운영
401,선한노인전문요양원,서울특별시 도봉구 창동 ,,20170607,운영중,,,,,,,39,,,,,운영
402,A플러스노아실버요양원,서울특별시 도봉구 방학동 ,,20170801,운영중,,,,,,,29,,,,,운영
403,행복마지요양원,서울특별시 강서구 화곡동 근상프리즘주상복합아파트 ,,20170609,운영중,,,,,,,29,,,,,운영
