1,종로구
2,중구
3,용산구
4,성동구
5,동대문구
6,성북구
7,도봉구
8,은평구
9,서대문구
10,마포구
11,강서구
12,구로구
13,영등포구
14,동작구
15,관악구
16,강남구
17,강동구
18,송파구
19,서초구
20,양천구
21,중랑구
22,노원구
23,광진구
24,강북구
25,금천구
