0,112405
1,3328
2,3441
3,3747
4,3684
5,4654
6,3932
7,2816
8,4186
9,3436
10,4958
11,5753
12,4277
13,6039
14,4038
15,4146
16,9055
17,4513
18,6469
19,7633
20,4703
21,3690
22,4464
23,3539
24,3039
25,2865
